	id	text	latitude	longitude	trend	neg	neu	pos	compound
48	1418227366153777152	What's kind of interesting to me is they're marketing this as just Dune, when the title card in the actual movie says Dune: Part One. They haven't even greenlit Part Two yet, and I imagine it'll be contingent on how well Part One does. I just hope they're marketing it honestly	41	-111	Dune	0.0	0.812	0.188	0.8558
49	1418224971969556481	"This movie is going to be incredible. I don't want to overhype anything, but what I saw last night was very very promising. Plus it's Villeneuve. Dude never misses. My only worry is that they're marketing it as more of an action movie than it is. 
#Dune https://t.co/auhYMXL369"	41	-111	Dune	0.093	0.787	0.12	0.3496
50	1418222246502432789	@larsweisbrod @caltf4 A further argument: the early computer game Dune is generally regarded as the first RTS: https://t.co/pxrTylbl3L	41	-111	Dune	0.135	0.865	0.0	-0.3612
51	1418209017533325317	@AvishayBSG Right, and the long wait for the most recent batch of Star Wars. For me, though, there is nothing that touches Dune.	41	-111	Dune	0.141	0.859	0.0	-0.5574
52	1418208337984774148	Tragic day for those who wanted Dune to look like Thor Ragnarok https://t.co/o8jdwUsnLg	41	-111	Dune	0.182	0.667	0.152	-0.128
53	1418199776546508801	DUNE (2021) Movie Trailer 2: Timothée Chalamet stars in Denis Villeneuve's Film Set Thousands of Years in Mankind's Feudal Future https://t.co/B9tIUp0I6U https://t.co/yMa50DqA2k	41	-111	Dune	0.079	0.921	0.0	-0.2023
54	1418103538836774914	@rischisseur Als ein absoluter Fan der Dune Bücher und der Alan Smithee-Verfilmung 😁 bin ich so krass gespannt auf den Film des Jahres!!!	41	-111	Dune	0.0	0.869	0.131	0.4898
55	1418050670129786880	Usually I'm against an excess of trailers (you need 4-5 sneak previews to convince you to see a new STAR WARS?), but with #Dune it's the opposite. You need to sell people on the spectacle, the characters, the vision. Why? 𝘉𝘦𝘤𝘢𝘶𝘴𝘦 𝘯𝘰 𝘰𝘯𝘦 𝘤𝘢𝘳𝘦𝘴 𝘢𝘣𝘰𝘶𝘵 𝘋𝘜𝘕𝘌. https://t.co/8MPi6caRwU	41	-111	Dune	0.0	0.91	0.09	0.5204
56	1418046390513532931	So I just watched the Imax Dune Sneak Preview &amp; I'm convinced it's the biggest movie of the year. I'm concerned that this is apparently only Part 1, &amp; it sounds like they didn't film the whole thing all at once like Lord of the Rings did, so who knows when we'll get part 2! #Dune	41	-111	Dune	0.0	0.867	0.133	0.7901
57	1418040787787386883	"Got to attend a special Imax preview of @dunemovie
I'm blown away by what I saw. It looks like they've absolutely nailed the spirit of the novel, and Hans Zimmer is doing something incredible with that score. This is going to be a spectacular film.
#Dune
#IMAX https://t.co/F2wVGjA6EP"	41	-111	Dune	0.0	0.812	0.188	0.8158
58	1418040064253198336	Got to see the Dune 30ish minute preview tonight &amp; it looks amazing. Also it looks like I’ll be re-entering my Timothee Chalamet phase…	41	-111	Dune	0.0	0.777	0.223	0.743
59	1418039305319026691	Oh hey just realized that Dune comes out during BLFC. Anyone want to go? 😄	41	-111	Dune	0.0	0.909	0.091	0.0772
60	1418023663832473604	@goldman Tell us how Dune was!	41	-111	Dune	0.0	1.0	0.0	0.0
61	1418016129818054656	what if we kissed at the Dune Event	41	-111	Dune	0.0	0.729	0.271	0.3818
62	1418004884708741121	@NathanConder Yeah, Duncan is probably the most moral person in God Emperor (despite his old fashionness), which is really not good. Now im thinking of which dune universe characters would be considered morally “good” and i think it would be a short list	41	-111	Dune	0.06	0.845	0.096	0.157
63	1418000479196311552	Dune. Trailer. Event. 🙌 https://t.co/EVkz61FXMD	41	-111	Dune	0.0	1.0	0.0	0.0
64	1417996842285953028	@NathanConder God emperor has some great moments, but also some moments where Herbert really just lets loose on his own pet opinions. Its not as well thought out as Dune	41	-111	Dune	0.156	0.729	0.115	-0.3541
65	1417969848114552836	Le Dune de Denis Villeneuve nous en met déjà plein la vue https://t.co/92RV6temwK	41	-111	Dune	0.0	1.0	0.0	0.0
66	1417952446521823232	@shakes2011 @Dune_in_Katy Why not?	41	-111	Dune	0.0	1.0	0.0	0.0
67	1417950649879203841	@Dune_in_Katy This was my thought as well. If Texas and Oklahoma move on, UH and BYU to replace them.	41	-111	Dune	0.0	0.896	0.104	0.2732
68	1417929711515172867	@FinnDyrud @StretfordKnigh1 @mattlikesfilm They put out the trailer hoping the pandemic would die down by December but that didn’t pan out. Also, Dune is a smaller IP with a niche following. Marvel could release a trailer for Spider-Man one to two months before and crowds will still flock to it because of brand trust.	41	-111	Dune	0.041	0.79	0.169	0.8225
69	1417687880705609735	Really hope Dune does well so we get more movies, so we can talk about how weird Frank Herbert was. He partially grew up in a socialist commune which he loved, but becomes a hyper individualist as an adult. Took part in the counter culture of the 60’s, but as part of (cont.)	41	-111	Dune	0.025	0.863	0.112	0.5785
70	1417675282094321664	@MadJorgen @DavidRoomeAuth @shuff_bomb Hearing stories like this has basically made me think there really is only one DUNE book.	41	-111	Dune	0.0	0.878	0.122	0.3612
71	1417603380944556036	Me reading Dune https://t.co/LvwltjAeI3	41	-111	Dune	0.0	1.0	0.0	0.0
72	1417592976453246976	@Mark_Hobin Just joking because I just tweeted that Dune is boring which it is	41	-111	Dune	0.151	0.724	0.125	-0.1027
73	1417576807176413185	@PastorVeloci Yeah didn't they change their mind on that for Dune though?	41	-111	Dune	0.0	0.833	0.167	0.296
74	1417574712322887680	@shanshu73 I always say Dune is like Phantom Menace except less fun	41	-111	Dune	0.192	0.479	0.33	0.3197
75	1417549694813630466	Dune is boring...	41	-111	Dune	0.0	1.0	0.0	0.0
76	1417505102609281034	"If I got this Dune (new style) RPG kit on roll20, would you play with me?
https://t.co/N221pJve7V"	41	-111	Dune	0.0	0.862	0.138	0.34
77	1417454722101952513	DUNE (2021) Movie Posters: Timothée Chalamet, Jason Momoa, Rebecca Ferguson, &amp; More https://t.co/oA3ZXAiTh9 https://t.co/Dx44F1mmaZ	41	-111	Dune	0.0	1.0	0.0	0.0
78	1417388792453812229	Dune has a curse that it’ll  never have a successful film adaptation. https://t.co/LUbdLf3DvV	41	-111	Dune	0.422	0.578	0.0	-0.763
79	1417344277240180739	"@ozzyunc Finally reading ""Dune"" for the first time in preparation for the new adaptation.  I don't understand some of the criticism I've heard yet... it's pretty engaging"	41	-111	Dune	0.092	0.73	0.178	0.4019
80	1417311991509684225	@jessehawken People seem to think a grim story means you need to use the muted boring color palette everything has now. Not true! Dune specifically should be kinda lurid and psychedelic	41	-111	Dune	0.242	0.758	0.0	-0.8236
81	1417265234432118797	I'm #reading Dune by Frank Herbert https://t.co/tCnMeSNl5T	41	-111	Dune	0.0	1.0	0.0	0.0
82	1417260085743693824	Now Playing Hold My Hand,by Cy Dune 5:08pm	41	-111	Dune	0.0	0.795	0.205	0.2023
83	1417235198853402629	"@jessehawken But Jesse, Dune IS a joyless story. 

Jodorowsky: Hold me spice. https://t.co/0HWu012kp4"	41	-111	Dune	0.302	0.698	0.0	-0.6956
84	1417193953980403727	Seeing these posters almost makes me wish I was back working at the movie theater. #dune https://t.co/ErkfejLf2k	41	-111	Dune	0.0	0.86	0.14	0.3477
85	1417165571855032343	@GeekBomb @amxndareviews Dune is by Frank Herbert. He's one of the legends of classic sci-fi literature! Currently, book two is the top best-seller in my sci-fi category on Amazon. Cool it's gonna be a movie!	41	-111	Dune	0.0	0.829	0.171	0.658
86	1417164019866034177	"you better not let dune flop 
I’m tryin to see a part 2 and 3"	41	-111	Dune	0.0	0.67	0.33	0.6041
87	1417161360845148165	@WilliamScurry DUNE, THE FRENCH DISPATCH, LAST NIGHT IN SOHO, *and* this all open on the same day in the US haha.	41	-111	Dune	0.0	0.87	0.13	0.4588
88	1417139263506952200	5 of 5 stars to Dune by Frank Herbert https://t.co/FNWOawlenn	41	-111	Dune	0.0	1.0	0.0	0.0
89	1416926589669896193	@PatriciaKirkF She is naked or close to it with palm fronds singing and dancing on top of a sand dune to distract a group of enemies	41	-111	Dune	0.191	0.745	0.064	-0.5574
90	1416909938698309632	@anne2themax Dune. At least the first book in the series.	41	-111	Dune	0.0	1.0	0.0	0.0
91	1416622912178585605	@anne2themax Because the movie is coming out I read Dune and it was great	41	-111	Dune	0.0	0.745	0.255	0.6249
92	1416541948748341249	"@BrandonFugal Do you by chance also own the ""Agony Box"" from Dune? I know random but another weird collectable."	41	-111	Dune	0.193	0.733	0.073	-0.3506
93	1416451326221844487	@varindersingh24 By the looks of things , Dune .	41	-111	Dune	0.0	1.0	0.0	0.0
94	1416425773309759489	DUNE (2021): New Movie Trailer &amp; Film Footage will Premiere at IMAX Theaters on July 21-22 https://t.co/ZKTslFMfBs https://t.co/HKpWSHH0Ea	41	-111	Dune	0.0	1.0	0.0	0.0
95	1416119560009224192	@mmasnick I was going to get Dune on Audible. But I'm not a big fantasy guy. I like thrillers, historical, historical fiction, or real life-like drama/fiction, crime stuff. But some fantasy/sci-fi has worked (usually YA, like Matched or Ready Player One). With all that: should I do Dune?	41	-111	Dune	0.087	0.714	0.199	0.631
96	1415687942757130243	"@GodEmperorLewis @SalsaTekila Hard-Boiled Wonderland &amp; the End of the World - Haruki Murakami
2001/10/61 - Arthur C. Clarke
Dune - Frank Herbert
Facing the Flag, Twenty Thousand Leagues Under the Seas - Jules Verne
The War of the Worlds - H.G. Wells
Fahrenheit 451 - Ray Bradbury
The Time Machine -H. G. Wells"	41	-111	Dune	0.075	0.848	0.077	-0.2263
97	1415481374283231233	@jackbutler4815 You gotta dune what you gotta dune	41	-111	Dune	0.0	1.0	0.0	0.0
